"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-05-01 ~ 2026-05-31"
"실거래구분 : 연립다세대(전월세)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"2222","서울특별시 송파구 방이동","116-2","0116","0002","현대파크빌라","전세","84.3000","202605","16","34,000","0","2","1990","오금로21길 12","202606~202806","갱신","-","29,000","0","연립다세대"
"2223","서울특별시 송파구 가락동","129-7","0129","0007","(129-7)","월세","36.7700","202605","16","19,400","11","4","2008","동남로13길 44-20","202605~202805","갱신","-","18,700","11","연립다세대"
"2224","서울특별시 영등포구 신길동","245-30","0245","0030","뉴타운빌","월세","26.5100","202605","16","23,800","20","5","2020","가마산로 519","202606~202806","갱신","-","23,800","20","연립다세대"
"2225","서울특별시 금천구 독산동","958-60","0958","0060","(한진빌라)","전세","57.4800","202605","16","19,000","0","2","1992","남부순환로122길 25","202607~202807","갱신","사용","19,000","0","연립다세대"
"2226","서울특별시 도봉구 방학동","692-13","0692","0013","정의빌라(4차)","월세","34.6200","202605","16","8,000","20","4","1993","도당로10길 12","202605~202805","갱신","-","10,500","0","연립다세대"
"2227","서울특별시 송파구 문정동","13-9","0013","0009","다우림","월세","62.4900","202605","16","27,000","29","2","2016","문정로5길 17-20","202606~202806","갱신","-","27,000","23","연립다세대"
"2228","서울특별시 용산구 용문동","38-88","0038","0088","아티움용산","전세","29.9600","202605","16","26,700","0","4","2017","효창원로25나길 20","202605~202805","갱신","-","25,500","0","연립다세대"
"2229","경기도 용인시 기흥구 중동","869","0869","0000","남광하우스토리","월세","172.5100","202605","16","4,100","300","4","2007","동백5로 62","202605~202705","갱신","사용","4,100","300","연립다세대"
"2230","경기도 하남시 신장동","427-445","0427","0445","라움빌","월세","43.7300","202605","16","28,600","25","7","2020","신장1로21번길 60","202606~202806","갱신","사용","33,600","0","연립다세대"
"2231","울산광역시 울주군 삼남읍 교동리","110","0110","0000","울산센트레빌더테라스","전세","84.7376","202605","16","29,000","0","3","2021","진장길 144","202606~202806","갱신","사용","29,000","0","연립다세대"
"2232","서울특별시 강동구 길동","347-18","0347","0018","구창하이츠빌라(A동)","월세","52.8000","202605","16","1,500","70","-1","1992","천중로 195-38","202605~202805","갱신","-","1,500","80","연립다세대"
"2233","서울특별시 송파구 삼전동","55","0055","0000","프라이드","전세","28.8200","202605","16","35,700","0","5","2020","백제고분로28길 20-41","202607~202807","갱신","사용","34,000","0","연립다세대"
"2234","서울특별시 송파구 잠실동","245-4","0245","0004","화신빌라(245-4)","전세","49.5800","202605","16","24,150","0","3","1994","백제고분로19길 26-24","202607~202807","갱신","사용","23,000","0","연립다세대"
"2235","서울특별시 관악구 신림동","414-13","0414","0013","황제14(414-13)","전세","36.9600","202605","16","12,750","0","3","1991","문성로32길 52","202606~202806","갱신","사용","13,000","0","연립다세대"
"2236","서울특별시 관악구 신림동","412-134","0412","0134","현대파크빌라트","전세","56.2400","202605","16","15,000","0","2","1994","문성로38라길 20","202605~202805","갱신","-","20,000","0","연립다세대"
"2237","서울특별시 영등포구 신길동","245-30","0245","0030","뉴타운빌","월세","26.5100","202605","16","23,800","20","5","2020","가마산로 519","202606~202806","갱신","-","23,800","20","연립다세대"
"2238","서울특별시 강서구 공항동","11-13","0011","0013","아이디움","월세","31.1700","202605","16","15,500","27","3","2015","공항대로15길 15","202605~202805","갱신","사용","15,000","25","연립다세대"
"2239","서울특별시 마포구 합정동","426-6","0426","0006","까사펠리체","월세","43.3800","202605","16","100","81","1","2002","월드컵로5길 8","202607~202807","갱신","-","1,000","77","연립다세대"
"2240","서울특별시 마포구 상수동","335-10","0335","0010","상수그린파크빌","전세","42.8900","202605","16","26,000","0","2","2008","와우산로3안길 46","202607~202806","갱신","사용","26,000","0","연립다세대"
"2241","서울특별시 서대문구 연희동","48-14","0048","0014","건풍연희프라자","전세","116.8900","202605","16","48,000","0","2","1992","연희로16길 26-6","202605~202805","갱신","-","46,000","0","연립다세대"
"2242","서울특별시 도봉구 쌍문동","737","0737","0000","다드림11차(B동)","월세","70.6500","202605","16","8,892","7","2","2022","우이천로38라길 46-3","202606~202805","갱신","-","3,456","36","연립다세대"
"2243","서울특별시 성북구 정릉동","1054","1054","0000","정릉하늘마루","월세","26.3900","202605","16","7,068","12","4","2020","정릉로10가길 6-31","202606~202805","갱신","-","4,683","17","연립다세대"
"2244","서울특별시 중랑구 중화동","323-15","0323","0015","성우스타팰리스(105동)","전세","44.2400","202605","16","21,000","0","3","2015","중랑천로18길 13","202605~202805","갱신","사용","20,000","0","연립다세대"
"2245","서울특별시 중랑구 상봉동","246-1","0246","0001","와이제이(YJ)트비동","전세","68.0300","202605","16","23,730","0","4","2014","상봉중앙로 52-5","202605~202805","갱신","-","22,600","0","연립다세대"
"2246","서울특별시 중랑구 상봉동","105-32","0105","0032","천보아트빌","월세","41.6700","202605","16","15,870","2","4","2003","봉우재로37길 12","202606~202806","갱신","사용","15,500","0","연립다세대"
"2247","서울특별시 용산구 효창동","5-110","0005","0110","세종프라임빌(5-110)","월세","24.2200","202605","16","30,000","14","4","2022","효창원로62길 22-15","202607~202807","갱신","-","30,000","9","연립다세대"
"2248","서울특별시 용산구 원효로1가","17-30","0017","0030","17-30","전세","29.9800","202605","16","30,000","0","5","2021","백범로79다길 21","202606~202706","갱신","사용","30,000","0","연립다세대"
"2249","서울특별시 중구 신당동","288-5","0288","0005","와이위드미","월세","29.4700","202605","16","25,000","50","4","2018","청구로6길 24","202605~202805","갱신","-","35,000","0","연립다세대"
"2250","경기도 남양주시 진건읍 사능리","653-3","0653","0003","대아주택가동","전세","48.3600","202605","16","5,750","0","4","1994","사릉로425번길 4","202605~202805","갱신","-","5,750","0","연립다세대"
"2251","경기도 수원시 장안구 연무동","255-8","0255","0008","삼성I파크","전세","48.9800","202605","16","19,500","0","3","2018","수원천로442번길 28-1","202605~202804","갱신","-","19,000","0","연립다세대"
"2252","서울특별시 강남구 논현동","137","0137","0000","논현동137공동주택","월세","53.7300","202605","16","25,000","50","4","2013","학동로18길 18","202605~202805","갱신","-","25,000","50","연립다세대"
"2253","서울특별시 강남구 개포동","1255-1","1255","0001","모아빌","월세","44.3000","202605","16","26,000","13","4","2003","개포로25길 17-9","202606~202806","갱신","사용","26,000","8","연립다세대"
"2254","서울특별시 서초구 양재동","367","0367","0000","서울리치빌","월세","52.2600","202605","16","38,000","120","2","2007","동산로6길 43","202607~202806","갱신","-","38,000","0","연립다세대"
"2255","서울특별시 강서구 화곡동","56-379","0056","0379","다나네스트빌(56-379)","월세","40.4400","202605","16","16,350","4","3","2008","초록마을로24길 15-16","202606~202806","갱신","사용","15,798","3","연립다세대"
"2256","서울특별시 양천구 목동","531","0531","0000","대명국경하임A","전세","27.9000","202605","16","23,800","0","3","2020","목동중앙본로32길 2","202607~202807","갱신","-","22,700","0","연립다세대"
"2257","서울특별시 마포구 연남동","562-44","0562","0044","자슬린하우스","월세","29.0000","202605","16","30,000","18","5","2020","연남로3길 50","202605~202805","갱신","-","30,000","12","연립다세대"
"2258","서울특별시 은평구 대조동","212-50","0212","0050","수성렉스빌","월세","29.9200","202605","16","15,100","13","3","2011","연서로18길 9-6","202606~202806","갱신","-","15,100","11","연립다세대"
"2259","서울특별시 성북구 정릉동","903-13","0903","0013","보광빌라(903-13)","전세","44.0000","202605","16","9,000","0","1","1992","정릉로10라길 5","202606~202806","갱신","-","9,000","0","연립다세대"
"2260","서울특별시 중랑구 중화동","309-90","0309","0090","(309-90)","전세","32.8600","202605","16","25,500","0","4","2020","봉화산로3길 62-5","202606~202806","갱신","-","25,500","0","연립다세대"
"2261","서울특별시 광진구 구의동","21-17","0021","0017","(21-17)","전세","40.0200","202605","16","17,070","0","2","2011","영화사로16길 26-10","202605~202805","갱신","사용","16,270","0","연립다세대"
"2262","서울특별시 광진구 구의동","19-3","0019","0003","행복한집","월세","51.3300","202605","16","20,000","30","4","2012","영화사로 98-1","202605~202806","갱신","사용","20,000","25","연립다세대"
"2263","서울특별시 용산구 원효로3가","195","0195","0000","195","전세","24.4200","202605","16","20,000","0","4","2022","원효로19나길 6-15","202606~202806","갱신","-","20,000","0","연립다세대"
"2264","서울특별시 용산구 원효로1가","50-5","0050","0005","카이벨로체","전세","23.1000","202605","16","24,150","0","3","2022","원효로83길 13-8","202608~202808","갱신","사용","23,000","0","연립다세대"
"2265","서울특별시 종로구 누상동","27","0027","0000","(27-0)","전세","31.0600","202605","16","17,800","0","4","1998","옥인3길 8","202606~202806","갱신","사용","17,000","0","연립다세대"
"2266","제주특별자치도 제주시 이도이동","405","0405","0000","영산홍","월세","58.4100","202605","16","200","46","3","1993","승천로 27","202605~202705","갱신","-","200","42","연립다세대"
"2267","경기도 용인시 기흥구 마북동","502-54","0502","0054","삼익리베리움(D,E동)","전세","53.5710","202605","16","23,920","0","7","2018","석성로 103-2","202606~202806","갱신","사용","23,000","0","연립다세대"
"2268","경기도 남양주시 다산동","4301-23","4301","0023","무진빌라","전세","31.3200","202605","16","10,000","0","1","1993","미금로42번길 5-15","202606~202806","갱신","사용","10,000","0","연립다세대"
"2269","경기도 성남시 분당구 야탑동","266","0266","0000","매화마을동신빌라","전세","59.9200","202605","16","36,750","0","3","1995","벌말로30번길 12","202606~202806","갱신","사용","35,000","0","연립다세대"
"2270","경기도 성남시 중원구 금광동","3088-1","3088","0001","성금맨션","전세","72.2700","202605","16","20,500","0","2","2002","광명로361번길 6","202605~202805","갱신","-","17,500","0","연립다세대"
"2271","경기도 성남시 수정구 단대동","22-3","0022","0003","대도빌리지","전세","37.5000","202605","16","12,000","0","2","1995","논골로61번길 4-1","202607~202807","갱신","사용","12,000","0","연립다세대"
"2272","세종특별자치시  보람동","744","0744","0000","스타힐타워Ⅱ","월세","21.6349","202605","16","300","55","6","2016","한누리대로 2129","202606~202706","갱신","-","300","54","연립다세대"
"2273","인천광역시 부평구 청천동","199-56","0199","0056","삼우시티빌(199-56)","전세","43.9600","202605","16","8,500","0","3","1994","길주로 501-22","202606~202806","갱신","-","7,500","0","연립다세대"
"2274","서울특별시 강동구 성내동","128-12","0128","0012","(128-12)","전세","32.2000","202605","16","10,500","0","2","1986","천호옛10길 12","202606~202806","갱신","-","10,500","0","연립다세대"
"2275","서울특별시 강동구 암사동","512-1","0512","0001","미성","월세","29.4600","202605","16","26,000","25","8","2022","상암로4길 5","202605~202805","갱신","-","26,000","20","연립다세대"
"2276","서울특별시 강동구 상일동","528","0528","0000","RienTown(리엔타운)","월세","19.0800","202605","16","2,374","5","3","2016","상일로12길 89","202606~202805","갱신","-","988","12","연립다세대"
"2277","서울특별시 송파구 오금동","8-9","0008","0009","청구빌라","전세","52.3800","202605","16","25,300","0","2","1991","위례성대로22나길 3-13","202606~202806","갱신","사용","24,800","0","연립다세대"
"2278","서울특별시 송파구 문정동","46-7","0046","0007","조은빌라","월세","68.9800","202605","16","3,000","86","4","2004","동남로2길 13-4","202605~202705","갱신","-","3,000","82","연립다세대"
"2279","서울특별시 송파구 가락동","127-3","0127","0003","2winsville","월세","35.5400","202605","16","21,000","23","3","2015","송이로27길 7-9","202605~202805","갱신","-","26,000","0","연립다세대"
"2280","서울특별시 송파구 가락동","44-10","0044","0010","(44-10)","월세","43.6100","202605","16","31,000","15","2","2017","송이로21길 51-10","202605~202805","갱신","사용","30,000","5","연립다세대"
"2281","서울특별시 강남구 일원동","640-12","0640","0012","(640-12)","전세","46.5400","202605","16","21,000","0","1","1986","개포로138길 9","202607~202806","갱신","사용","20,000","0","연립다세대"
"2282","서울특별시 강남구 삼성동","91-19","0091","0019","삼성중앙빌라","전세","65.0000","202605","16","36,700","0","2","1984","영동대로114길 7-4","202608~202808","갱신","사용","35,000","0","연립다세대"
"2283","서울특별시 강남구 역삼동","728-48","0728","0048","(728-48)","월세","28.0500","202605","16","30,000","13","4","2018","역삼로33길 17","202606~202806","갱신","사용","29,400","10","연립다세대"
"2284","서울특별시 서초구 반포동","729-15","0729","0015","영동빌라A동","전세","71.3200","202605","16","49,500","0","2","1984","주흥7길 10-1","202605~202805","갱신","-","44,000","0","연립다세대"
"2285","서울특별시 서초구 양재동","300-15","0300","0015","마이플레이스양재","전세","29.8200","202605","16","39,600","0","3","2021","동산로19길 35-5","202606~202806","갱신","-","38,700","0","연립다세대"
"2286","서울특별시 서초구 양재동","266-4","0266","0004","하우징허브더붐Ⅰ","전세","29.9200","202605","16","33,000","0","6","2018","언남11길 19","202606~202806","갱신","-","30,000","30","연립다세대"
"2287","서울특별시 관악구 봉천동","635-562","0635","0562","정은펠리스9차","월세","24.1000","202605","16","21,000","5","4","2018","국회단지5길 17-5","202606~202806","갱신","사용","21,000","5","연립다세대"
"2288","서울특별시 영등포구 양평동4가","276-8","0276","0008","세이지빌1차","전세","23.6600","202605","16","14,360","0","4","2011","양평로18길 12-1","202605~202805","갱신","-","13,830","0","연립다세대"
"2289","서울특별시 영등포구 당산동6가","341-1","0341","0001","소미더클래스한강","전세","30.0000","202605","16","38,600","0","11","2023","선유로54길 14","202606~202806","갱신","-","37,600","0","연립다세대"
"2290","서울특별시 구로구 구로동","476-56","0476","0056","삼성하이빌","전세","38.0700","202605","16","24,300","0","4","2016","벚꽃로78길 19-8","202606~202806","갱신","사용","25,700","0","연립다세대"
"2291","서울특별시 강서구 방화동","648-14","0648","0014","더제이클래식","월세","24.8900","202605","16","22,050","23","3","2021","초원로2길 13","202606~202806","갱신","-","21,400","20","연립다세대"
"2292","서울특별시 강서구 방화동","281-68","0281","0068","청솔그린빌A동","전세","50.7900","202605","16","15,498","0","3","2002","방화동로18길 57","202607~202807","갱신","사용","14,800","0","연립다세대"
"2293","서울특별시 강서구 공항동","678-5","0678","0005","태영팰리스","월세","37.8300","202605","16","19,900","14","3","2016","남부순환로11길 41","202606~202806","갱신","-","19,900","10","연립다세대"
"2294","서울특별시 강서구 내발산동","718-19","0718","0019","제이에스아이디움","월세","51.6600","202605","16","28,000","29","5","2018","강서로 279-55","202605~202805","갱신","사용","35,000","0","연립다세대"
"2295","서울특별시 강서구 화곡동","884-18","0884","0018","동도파크뷰","전세","34.6250","202605","16","18,200","0","4","2012","강서로5라길 96","202606~202806","갱신","-","17,000","0","연립다세대"
"2296","서울특별시 강서구 화곡동","818-8","0818","0008","숲정호마을(818-8)","월세","54.5700","202605","16","1,500","74","4","2008","등촌로13다길 40-26","202605~202705","갱신","-","1,000","73","연립다세대"
"2297","서울특별시 강서구 등촌동","645-17","0645","0017","그랑빌","전세","47.0500","202605","16","28,000","0","2","2016","화곡로66길 174-5","202606~202806","갱신","-","28,000","0","연립다세대"
"2298","서울특별시 강서구 등촌동","645-17","0645","0017","그랑빌","전세","33.0000","202605","16","21,600","0","5","2016","화곡로66길 174-5","202607~202807","갱신","-","21,600","0","연립다세대"
"2299","서울특별시 강서구 등촌동","366-56","0366","0056","서호빌라","전세","61.2400","202605","16","25,125","0","2","1996","등촌로51라길 17","202606~202806","갱신","-","25,000","0","연립다세대"
"2300","서울특별시 양천구 목동","231-65","0231","0065","장미맨션13차","전세","53.5500","202605","16","15,200","0","-1","1994","목동중앙본로18길 22","202605~202805","갱신","-","15,000","0","연립다세대"
"2301","서울특별시 양천구 신정동","970-7","0970","0007","스칼라","전세","24.1400","202605","16","16,480","0","4","2017","중앙로48길 10","202606~202806","갱신","-","15,700","0","연립다세대"
"2302","서울특별시 양천구 신정동","967-18","0967","0018","이가채","월세","29.5500","202605","16","18,400","21","2","2015","오목로26길 17-8","202605~202805","갱신","-","17,200","21","연립다세대"
"2303","서울특별시 양천구 신정동","907-2","0907","0002","그레이스빌","전세","29.4300","202605","16","21,900","0","4","2016","은행정로 70-2","202607~202807","갱신","사용","21,900","0","연립다세대"
"2304","서울특별시 양천구 신정동","295-104","0295","0104","목동빌리지A동","전세","66.9000","202605","16","40,425","0","2","2001","신목로 23-8","202608~202808","갱신","-","36,000","0","연립다세대"
"2305","서울특별시 마포구 성산동","36-40","0036","0040","동화","전세","52.5400","202605","16","32,000","0","2","2017","월드컵북로20안길 14","202607~202806","갱신","-","31,500","0","연립다세대"
"2306","서울특별시 서대문구 북가좌동","340-31","0340","0031","수진에코빌","월세","48.0900","202605","16","10,000","50","3","2013","증가로32길 65","202608~202808","갱신","사용","21,000","0","연립다세대"
"2307","서울특별시 서대문구 북아현동","1-633","0001","0633","선우아트빌(1-633)","전세","65.7700","202605","16","28,350","0","2","2007","북아현로22길 72","202606~202806","갱신","사용","27,000","0","연립다세대"
"2308","서울특별시 은평구 역촌동","6-18","0006","0018","대오빌라","전세","38.4200","202605","16","8,500","0","-1","1990","연서로14길 11-7","202605~202805","갱신","-","5,500","0","연립다세대"
"2309","서울특별시 은평구 응암동","730-21","0730","0021","태경쉐르빌","월세","21.2100","202605","16","10,000","31","6","2017","가좌로7길 9-12","202605~202805","갱신","-","10,000","27","연립다세대"
"2310","서울특별시 은평구 불광동","480-318","0480","0318","인락빌라","월세","46.8800","202605","16","14,000","10","3","2008","통일로92나길 7-32","202606~202806","갱신","-","9,000","30","연립다세대"
"2311","서울특별시 강남구 논현동","242-4","0242","0004","(242-4)","월세","36.2000","202605","16","13,000","20","4","1999","선릉로127길 16","202605~202805","갱신","-","13,000","20","연립다세대"
"2312","서울특별시 은평구 수색동","320-10","0320","0010","봉산선호빌","전세","27.3600","202605","16","20,000","0","1","2019","수색로22길 18","202605~202805","갱신","-","22,000","0","연립다세대"
"2313","서울특별시 강남구 대치동","928-21","0928","0021","대치심스빌","월세","27.0200","202605","16","3,000","57","2","2002","도곡로77길 27","202605~202705","갱신","-","3,000","54","연립다세대"
"2314","서울특별시 성북구 정릉동","1054","1054","0000","정릉하늘마루","월세","19.7000","202605","16","4,948","8","3","2020","정릉로10가길 6-31","202606~202805","갱신","-","3,522","13","연립다세대"
"2315","서울특별시 성북구 정릉동","1054","1054","0000","정릉하늘마루","월세","19.7000","202605","16","5,472","22","3","2020","정릉로10가길 6-31","202606~202805","갱신","-","3,522","13","연립다세대"
"2316","서울특별시 중랑구 망우동","514-29","0514","0029","타임아트빌","월세","24.5100","202605","16","20,000","26","3","2022","봉우재로 26","202607~202807","갱신","-","19,000","25","연립다세대"
"2317","서울특별시 중랑구 망우동","427-61","0427","0061","(427-61)","전세","52.4000","202605","16","23,520","0","2","2010","용마산로96길 69-28","202606~202806","갱신","사용","22,400","0","연립다세대"
"2318","서울특별시 중랑구 중화동","325-13","0325","0013","리채퍼스트","전세","53.1000","202605","16","37,270","0","5","2023","중랑천로 123-3","202606~202806","갱신","사용","35,500","0","연립다세대"
"2319","서울특별시 중랑구 면목동","90-64","0090","0064","어반휴6차","전세","29.0300","202605","16","25,300","0","8","2020","봉우재로 166","202606~202806","갱신","-","24,100","0","연립다세대"
"2320","서울특별시 광진구 화양동","109-4","0109","0004","예그리나Ⅰ","월세","12.0400","202605","16","9,000","12","4","2013","군자로6길 27","202606~202706","갱신","사용","9,000","10","연립다세대"
"2321","서울특별시 광진구 중곡동","28-23","0028","0023","(28-23)","월세","74.4900","202605","16","12,000","21","4","2004","능동로50길 59","202607~202807","갱신","-","12,000","19","연립다세대"
"2322","서울특별시 용산구 한강로2가","45-1","0045","0001","(45-1)","전세","15.0000","202605","16","16,800","0","3","2012","한강대로52길 22","202606~202806","갱신","-","16,800","0","연립다세대"
"2323","서울특별시 용산구 용산동2가","1-709","0001","0709","(1-709)","전세","60.2300","202605","16","28,350","0","3","2010","신흥로 124","202606~202806","갱신","사용","27,000","0","연립다세대"
"2324","서울특별시 중구 신당동","432-1950","0432","1950","신신빌B","전세","60.5600","202605","16","19,400","0","2","2002","동호로11자길 12-4","202606~202806","갱신","사용","18,500","0","연립다세대"
"2325","서울특별시 서초구 방배동","807-22","0807","0022","방배하이빌10차","전세","58.5500","202605","16","72,500","0","4","2020","동광로22길 7","202606~202806","갱신","-","69,200","0","연립다세대"
"2326","서울특별시 강북구 미아동","258-60","0258","0060","우광빌라(258-60)","전세","39.0300","202605","16","11,550","0","1","1988","오패산로52자길 4","202606~202806","갱신","-","11,000","0","연립다세대"
"2327","서울특별시 광진구 중곡동","110-32","0110","0032","HJTOWER","월세","15.5300","202605","16","1,000","31","3","2012","자양로51길 42","202606~202806","갱신","-","1,000","30","연립다세대"
"2328","서울특별시 송파구 송파동","100-12","0100","0012","토성하우스","월세","27.8600","202605","16","6,000","106","6","2018","송이로6길 3","202606~202706","갱신","사용","6,000","100","연립다세대"
"2329","서울특별시 송파구 문정동","79-10","0079","0010","우신캐슬","전세","27.4500","202605","16","29,400","0","5","2019","새말로6길 24-10","202605~202805","갱신","사용","28,000","0","연립다세대"
"2330","서울특별시 양천구 신정동","1157-18","1157","0018","대영빌라","전세","37.4000","202605","16","8,500","0","-1","1991","중앙로29길 45-5","202606~202806","갱신","-","8,000","0","연립다세대"
"2331","서울특별시 용산구 한강로1가","218-2","0218","0002","아인하우스1차(218-2)","전세","17.3800","202605","16","19,000","0","2","2018","한강대로62길 68","202606~202805","갱신","-","19,000","0","연립다세대"
"2332","서울특별시 강서구 내발산동","671-22","0671","0022","제이에스해슬리","전세","29.8700","202605","15","29,880","0","3","2024","우장산로6길 22","202606~202806","갱신","사용","29,880","0","연립다세대"
"2333","서울특별시 광진구 중곡동","211-24","0211","0024","가든시티","월세","59.9200","202605","15","33,000","22","3","2017","면목로 179","202607~202707","갱신","-","33,000","15","연립다세대"
"2334","서울특별시 송파구 잠실동","335-12","0335","0012","미크론빌딩","월세","40.0600","202605","15","18,000","51","5","2013","백제고분로20길 4","202605~202805","갱신","-","18,000","42","연립다세대"
"2335","경기도 안산시 상록구 이동","545-4","0545","0004","(545-4)","전세","16.8000","202605","15","3,200","0","3","2003","석삼말로 237","202607~202807","갱신","-","3,200","0","연립다세대"
"2336","경기도 화성시 동탄구 송동","696","0696","0000","동탄레이크자이더테라스","월세","106.8699","202605","15","25,000","51","1","2018","동탄순환대로1길 64","202607~202807","갱신","-","25,000","47","연립다세대"
"2337","서울특별시 영등포구 당산동1가","188-3","0188","0003","에버그린스타","월세","19.5400","202605","15","24,900","13","9","2022","영신로43길 8","202607~202807","갱신","사용","24,900","8","연립다세대"
"2338","인천광역시 서해구 검암동","645-3","0645","0003","SI주택","월세","141.6600","202605","15","24,600","30","2","2003","도요지로197번길 17","202605~202805","갱신","-","32,000","0","연립다세대"
"2339","경기도 이천시 대월면 초지리","309","0309","0000","세원베스트빌(1동2동)","월세","51.0500","202605","15","1,000","40","3","2017","대월로803번길 56","202608~202808","갱신","-","1,000","42","연립다세대"
"2340","경기도 화성시 동탄구 송동","696","0696","0000","동탄레이크자이더테라스","월세","96.5618","202605","15","31,500","69","4","2018","동탄순환대로1길 64","202607~202807","갱신","-","31,500","64","연립다세대"
"2341","서울특별시 마포구 합정동","439-8","0439","0008","MAIBAUMHapjeongA","월세","20.4100","202605","15","8,000","45","2","2013","희우정로 42-3","202606~202806","갱신","-","8,000","42","연립다세대"
"2342","서울특별시 송파구 가락동","143-7","0143","0007","월드빌","월세","16.2800","202605","15","1,000","50","2","2011","송이로23길 22-13","202605~202705","갱신","-","1,000","47","연립다세대"
"2343","서울특별시 영등포구 당산동","121-111","0121","0111","다빈치","전세","12.2100","202605","15","10,000","0","2","2012","국회대로55길 30","202605~202806","갱신","-","10,000","0","연립다세대"
"2344","서울특별시 성북구 정릉동","1054","1054","0000","정릉하늘마루","월세","22.2600","202605","15","5,889","8","2","2020","정릉로10가길 6-31","202606~202805","갱신","-","4,087","15","연립다세대"
"2345","경기도 수원시 장안구 율전동","168-110","0168","0110","써니하우스가동","월세","59.6400","202605","15","500","65","-1","2003","덕영대로395번길 16-9","202605~202805","갱신","-","500","65","연립다세대"
"2346","서울특별시 중랑구 묵동","121-1","0121","0001","현대빌라","월세","43.3800","202605","15","12,000","34","3","1987","공릉로2라길 36","202608~202808","갱신","사용","12,000","30","연립다세대"
"2347","서울특별시 송파구 오금동","120-23","0120","0023","미다채","월세","41.7300","202605","15","10,000","74","6","2016","동남로30길 6","202607~202807","갱신","-","10,000","64","연립다세대"
"2348","서울특별시 광진구 구의동","644-6","0644","0006","청호아트빌","월세","61.9500","202605","15","2,500","115","1","2002","광나루로30나길 24-8","202605~202705","갱신","-","4,000","105","연립다세대"
"2349","경기도 안양시 동안구 관양동","1427-1","1427","0001","위드힐","월세","12.1170","202605","15","1,000","41","3","2012","일동로 156","202606~202806","갱신","-","1,000","40","연립다세대"
"2350","서울특별시 송파구 석촌동","161-5","0161","0005","參元하우스","월세","28.8900","202605","15","2,000","65","3","2002","백제고분로39길 29-6","202605~202805","갱신","-","2,000","63","연립다세대"
"2351","서울특별시 영등포구 양평동4가","277-2","0277","0002","양평쉐르빌","월세","29.2100","202605","15","22,900","24","6","2016","선유로53길 8","202607~202807","갱신","-","22,900","20","연립다세대"
"2352","서울특별시 강서구 화곡동","834-22","0834","0022","삼성베스트빌(나동)","월세","31.8800","202605","15","1,000","53","4","2001","곰달래로47길 11","202605~202805","갱신","사용","1,000","50","연립다세대"
"2353","서울특별시 마포구 서교동","473-32","0473","0032","P주택","월세","35.1300","202605","15","10,000","42","2","2002","월드컵로16길 52-20","202607~202807","갱신","-","10,000","39","연립다세대"
"2354","서울특별시 강동구 성내동","519-12","0519","0012","한울빌","전세","42.0900","202605","15","28,000","0","2","2014","성내로13길 64","202606~202806","갱신","-","23,000","0","연립다세대"
"2355","서울특별시 양천구 신월동","924-11","0924","0011","제일","전세","44.4600","202605","15","9,000","0","2","1982","지양로10길 17-19","202606~202806","갱신","사용","9,000","0","연립다세대"
"2356","서울특별시 금천구 독산동","1011-9","1011","0009","더스테이블(TheStable)","전세","26.8900","202605","15","25,000","0","4","2019","시흥대로101길 7","202607~202807","갱신","-","24,150","0","연립다세대"
"2357","서울특별시 마포구 연남동","515-12","0515","0012","미스바","월세","59.9800","202605","15","2,000","85","2","2012","연남로3길 10","202605~202705","갱신","-","5,000","70","연립다세대"
"2358","경기도 하남시 덕풍동","326-117","0326","0117","다솜빌","전세","19.0200","202605","15","7,870","0","4","2019","수리북로34번길 13","202605~202805","갱신","-","7,870","0","연립다세대"
"2359","서울특별시 송파구 삼전동","32-16","0032","0016","(32-16)","월세","37.8200","202605","15","25,123","6","3","2003","백제고분로22길 20-10","202605~202805","갱신","-","23,850","6","연립다세대"
"2360","서울특별시 강서구 마곡동","1554","1554","0000","동서그린뷰","월세","45.4000","202605","15","2,000","90","5","2012","양천로30길 92","202606~202706","갱신","-","2,000","80","연립다세대"
"2361","제주특별자치도 제주시 도남동","67-16","0067","0016","명지주택","월세","51.4800","202605","15","200","40","1","1989","도남로15길 8-8","202605~202705","갱신","-","200","40","연립다세대"
