"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-06-01 ~ 2026-06-30"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"1533","서울특별시 은평구 응암동","6**","8m미만","63.79","전세","202606","12","17,500","0","2018","백련산로","202607~202707","갱신","사용","17,500","0","단독다가구"
"1534","서울특별시 서초구 양재동","3**","8m미만","33.00","월세","202606","12","1,000","40","1996","동산로6길","202607~202807","갱신","사용","1,000","38","단독다가구"
"1535","경상남도 함양군 함양읍 용평리","6**","8m미만","36.00","월세","202606","12","1,000","35","1982","용평중앙길","202606~202806","갱신","-","1,000","35","단독다가구"
"1536","전남광주통합특별시 서구 쌍촌동","1***","12m미만","25.13","전세","202606","12","8,000","0","2014","상무민주로123번길","202609~202809","갱신","-","8,000","0","단독다가구"
"1537","경기도 남양주시 별내동","8**","25m미만","49.50","전세","202606","12","14,000","0","2013","덕송2로6번길","202606~202806","갱신","사용","14,000","0","단독다가구"
"1538","경기도 양주시 회정동","1**","8m미만","77.40","전세","202606","12","13,200","0","","평화로1657번길","202606~202806","갱신","사용","13,200","0","단독다가구"
"1539","서울특별시 중랑구 면목동","3**","12m미만","67.44","월세","202606","12","12,010","46","1994","면목로27다길","202608~202808","갱신","사용","12,000","42","단독다가구"
"1540","서울특별시 중랑구 면목동","5**","8m미만","33.00","전세","202606","12","17,800","0","2017","면목로65길","202607~202807","갱신","사용","17,000","0","단독다가구"
"1541","경기도 수원시 권선구 구운동","1**","12m미만","85.35","월세","202606","12","3,000","77","","구운로47번길","202606~202806","갱신","-","3,000","77","단독다가구"
"1542","서울특별시 송파구 송파동","1**","8m미만","50.00","월세","202606","12","14,000","70","1995","백제고분로44길","202606~202806","갱신","-","10,000","80","단독다가구"
"1543","경기도 용인시 수지구 풍덕천동","6**","12m미만","52.00","전세","202606","12","15,000","0","1995","문인로31번길","202606~202806","갱신","사용","15,000","0","단독다가구"
"1544","경기도 평택시 비전동","8**","8m미만","43.66","월세","202606","12","500","44","1993","매봉산4길","202606~202806","갱신","-","500","42","단독다가구"
"1545","경기도 성남시 수정구 태평동","7***","8m미만","32.00","전세","202606","12","7,000","0","1994","모란로87번길","202607~202807","갱신","-","6,000","0","단독다가구"
"1546","서울특별시 관악구 신림동","1***","8m미만","16.53","월세","202606","12","100","40","1991","신림로23길","202606~202706","갱신","-","100","38","단독다가구"
"1547","경기도 파주시 와동동","1***","12m미만","55.00","전세","202606","12","16,500","0","2016","가람로21번길","202606~202806","갱신","사용","15,750","0","단독다가구"
"1548","경기도 광명시 소하동","1***","12m미만","83.00","전세","202606","12","17,450","0","2011","한내로13번길","202606~202806","갱신","사용","17,000","0","단독다가구"
"1549","서울특별시 중랑구 상봉동","1**","8m미만","19.00","월세","202606","12","500","47","2015","중랑천로12길","202606~202806","갱신","-","500","45","단독다가구"
"1550","서울특별시 관악구 봉천동","1**","8m미만","34.00","전세","202606","12","22,000","0","2007","인헌19길","202607~202807","갱신","-","21,000","0","단독다가구"
"1551","서울특별시 은평구 응암동","5**","8m미만","51.00","월세","202606","12","1,000","80","1991","응암로9길","202606~202806","갱신","-","3,000","70","단독다가구"
"1552","경기도 성남시 수정구 태평동","7***","8m미만","57.01","월세","202606","12","700","55","1989","시민로197번길","202606~202706","갱신","-","500","55","단독다가구"
"1553","서울특별시 영등포구 신길동","4***","8m미만","66.06","전세","202606","12","6,500","0","1991","신길로38길","202606~202806","갱신","-","6,200","0","단독다가구"
"1554","서울특별시 서초구 방배동","4**","8m미만","16.25","전세","202606","12","9,000","0","1994","방배천로8길","202607~202807","갱신","-","8,400","0","단독다가구"
"1555","경기도 하남시 감일동","4**","8m미만","47.96","월세","202606","12","8,000","80","","감일로88번길","202607~202807","갱신","사용","8,000","75","단독다가구"
"1556","부산광역시 기장군 장안읍 길천리","1**","8m미만","76.00","월세","202606","12","3,000","20","","길천길","202606~202806","갱신","-","3,000","10","단독다가구"
"1557","서울특별시 중랑구 면목동","6**","8m미만","66.00","전세","202606","12","8,000","0","1990","사가정로46길","202606~202806","갱신","-","8,000","0","단독다가구"
"1558","서울특별시 강남구 역삼동","6**","8m미만","40.00","전세","202606","12","24,000","0","1995","테헤란로55길","202606~202806","갱신","-","23,000","0","단독다가구"
"1559","서울특별시 용산구 보광동","1**","8m미만","50.00","월세","202606","12","20,000","60","1996","보광로7길","202606~202806","갱신","-","4,000","95","단독다가구"
"1560","경기도 성남시 수정구 수진동","3***","8m미만","39.24","월세","202606","12","13,000","5","1995","수정남로24번길","202608~202808","갱신","사용","13,000","0","단독다가구"
"1561","경기도 안양시 만안구 박달동","6*","12m미만","74.02","전세","202606","12","13,000","0","1971","박달로539번길","202608~202808","갱신","-","9,000","0","단독다가구"
"1562","부산광역시 사하구 다대동","9**","8m미만","76.94","전세","202606","12","9,800","0","1988","윤공단로51번길","202606~202806","갱신","사용","9,500","0","단독다가구"
"1563","서울특별시 은평구 불광동","4**","8m미만","40.00","전세","202606","12","9,000","0","1991","연서로35길","202606~202806","갱신","-","9,000","0","단독다가구"
"1564","경기도 군포시 당동","8**","25m미만","243.69","전세","202606","12","12,500","0","1984","군포로601번길","202606~202806","갱신","-","12,000","0","단독다가구"
"1565","서울특별시 송파구 마천동","3**","8m미만","149.25","전세","202606","12","10,500","0","1993","성내천로39길","202607~202807","갱신","-","10,500","0","단독다가구"
"1566","서울특별시 광진구 구의동","6**","8m미만","46.24","전세","202606","12","20,000","0","2014","자양로23길","202606~202806","갱신","-","20,000","0","단독다가구"
"1567","서울특별시 서초구 방배동","9**","8m미만","40.00","전세","202606","12","10,090","0","1995","효령로31길","202606~202806","갱신","사용","9,610","0","단독다가구"
"1568","서울특별시 영등포구 도림동","2**","8m미만","17.33","전세","202606","12","5,000","0","1992","도림로113길","202608~202808","갱신","-","4,000","0","단독다가구"
"1569","서울특별시 강동구 고덕동","1**","25m이상","89.76","월세","202606","12","10,000","86","1988","상일로","202606~202706","갱신","사용","10,000","80","단독다가구"
"1570","경기도 수원시 권선구 고색동","8*","8m미만","30.43","월세","202606","12","6,000","10","1994","고색로66번길","202608~202808","갱신","-","6,000","0","단독다가구"
"1571","서울특별시 강동구 성내동","5**","8m미만","23.00","월세","202606","12","1,000","47","2011","성안로13길","202606~202806","갱신","사용","1,000","45","단독다가구"
"1572","경기도 부천시 원미구 중동","8**","12m미만","20.00","전세","202606","12","2,100","0","1987","중동로88번길","202606~202806","갱신","-","2,000","0","단독다가구"
"1573","경기도 광주시 초월읍 지월리","5**","8m미만","27.00","월세","202606","12","500","39","2011","경수길","202608~202808","갱신","-","500","38","단독다가구"
"1574","서울특별시 성북구 석관동","7*","12m미만","69.42","전세","202606","12","27,000","0","2021","한천로68길","202606~202902","갱신","-","26,000","0","단독다가구"
"1575","서울특별시 서대문구 남가좌동","*","8m미만","16.00","월세","202606","12","500","47","2018","명지대5길","202608~202708","갱신","사용","500","45","단독다가구"
"1576","경기도 구리시 토평동","1***","12m미만","20.00","전세","202606","12","4,700","0","2002","검배로120번길","202607~202807","갱신","사용","4,500","0","단독다가구"
"1577","경기도 수원시 영통구 매탄동","1**","8m미만","41.00","전세","202606","12","14,000","0","2018","산남로67번길","202606~203006","갱신","-","12,500","0","단독다가구"
"1578","서울특별시 강남구 대치동","9**","8m미만","56.00","전세","202606","12","23,100","0","1995","삼성로63길","202608~202808","갱신","사용","22,000","0","단독다가구"
"1579","경기도 성남시 수정구 태평동","4***","8m미만","41.45","전세","202606","12","8,400","0","1997","제일로224번길","202608~202808","갱신","사용","8,000","0","단독다가구"
"1580","경기도 고양시 일산동구 백석동","1***","12m미만","58.00","월세","202606","12","6,000","30","1996","강촌로26번길","202606~202806","갱신","사용","6,000","25","단독다가구"
"1581","서울특별시 관악구 봉천동","1**","8m미만","42.00","전세","202606","12","19,500","0","2016","행운길","202607~202807","갱신","-","18,500","0","단독다가구"
"1582","경기도 성남시 수정구 복정동","6**","12m미만","58.00","전세","202606","12","22,000","0","2005","복정로20번길","202606~202806","갱신","-","23,000","0","단독다가구"
"1583","충청남도 태안군 태안읍 동문리","2**","12m미만","10.00","전세","202606","12","6,000","0","2018","시장7길","202606~202806","갱신","-","6,000","0","단독다가구"
"1584","서울특별시 관악구 신림동","4**","8m미만","73.07","전세","202606","12","18,500","0","2006","남부순환로161나길","202606~202806","갱신","-","31,500","0","단독다가구"
"1585","서울특별시 강동구 천호동","3*","8m미만","30.00","월세","202606","12","3,000","30","1990","상암로35길","202606~202806","갱신","-","7,500","0","단독다가구"
"1586","서울특별시 강북구 수유동","1**","12m미만","40.05","전세","202606","12","18,010","0","1989","한천로143길","202607~202807","갱신","-","17,010","0","단독다가구"
"1587","서울특별시 성북구 보문동2가","1**","8m미만","39.00","월세","202606","12","8,000","20","1994","지봉로24길","202606~202806","갱신","-","8,000","0","단독다가구"
"1588","경기도 성남시 중원구 상대원동","1***","8m미만","69.87","전세","202606","12","18,000","0","1998","박석로15번길","202606~202806","갱신","-","16,000","0","단독다가구"
"1589","서울특별시 동작구 신대방동","3**","8m미만","48.00","전세","202606","12","25,000","0","2016","여의대방로22사길","202607~202807","갱신","-","25,000","0","단독다가구"
"1590","서울특별시 서초구 양재동","3**","12m미만","35.00","월세","202606","12","10,000","96","1996","강남대로10길","202606~202806","갱신","사용","10,000","90","단독다가구"
"1591","서울특별시 마포구 서교동","4**","12m미만","83.00","월세","202606","12","15,000","65","1998","동교로17길","202606~202806","갱신","-","15,000","60","단독다가구"
"1592","서울특별시 중랑구 면목동","6**","8m미만","20.00","월세","202606","12","1,000","53","2016","면목로45길","202607~202807","갱신","-","0","45","단독다가구"
"1593","서울특별시 도봉구 창동","5**","12m미만","67.09","월세","202606","12","3,000","60","1992","덕릉로60가길","202606~202806","갱신","-","9,000","0","단독다가구"
"1594","경기도 성남시 수정구 신흥동","3***","8m미만","34.63","전세","202606","12","9,000","0","1986","수정남로150번길","202606~202806","갱신","사용","9,000","0","단독다가구"
"1595","경기도 남양주시 다산동","6***","12m미만","60.00","전세","202606","12","27,000","0","2018","다산중앙로82번안길","202607~202807","갱신","사용","27,000","0","단독다가구"
"1596","경기도 구리시 갈매동","6**","8m미만","62.00","월세","202606","12","22,600","4","","갈매중앙로55번길","202607~202807","갱신","-","22,600","0","단독다가구"
"1597","경기도 부천시 소사구 범박동","2**","25m미만","50.00","전세","202606","12","13,500","0","2017","양지남로","202606~203006","갱신","사용","13,000","0","단독다가구"
"1598","경기도 성남시 수정구 고등동","5**","12m미만","41.71","월세","202606","12","5,000","160","2021","고등로1길","202607~202807","갱신","-","5,000","155","단독다가구"
"1599","충청남도 천안시 동남구 안서동","2**","8m미만","26.10","월세","202606","12","50","63","2019","안서3길","202606~202612","갱신","-","50","75","단독다가구"
"1600","경기도 성남시 수정구 태평동","9**","8m미만","44.11","월세","202606","12","1,000","40","1985","태평로74번길","202606~202712","갱신","-","1,000","40","단독다가구"
"1601","경기도 화성시 만세구 팔탄면 기천리","4**","8m미만","66.73","월세","202606","12","4,000","35","2013","건달산로128번길","202608~202808","갱신","사용","4,000","32","단독다가구"
"1602","서울특별시 강서구 화곡동","3**","8m미만","32.35","월세","202606","12","2,000","100","","강서로","202607~202807","갱신","-","2,000","95","단독다가구"
"1603","대전광역시 유성구 반석동","6**","12m미만","97.50","월세","202606","12","15,750","75","2014","반석동로34번길","202607~202807","갱신","-","15,000","0","단독다가구"
"1604","경상남도 창원시 성산구 신월동","3*","25m미만","45.50","전세","202606","12","8,000","0","1998","신월로","202606~202806","갱신","-","8,000","0","단독다가구"
"1605","서울특별시 구로구 오류동","1**","8m미만","40.02","전세","202606","12","13,650","0","1986","오류로8바길","202607~202807","갱신","사용","13,000","0","단독다가구"
"1606","서울특별시 성동구 금호동4가","1***","8m미만","164.51","전세","202606","12","18,000","0","1997","동호로2나길","202606~202806","갱신","-","14,000","0","단독다가구"
"1607","서울특별시 강서구 화곡동","3**","12m미만","72.32","월세","202606","12","2,000","64","1993","가로공원로76가길","202607~202807","갱신","사용","2,000","61","단독다가구"
"1608","서울특별시 강동구 길동","3**","8m미만","73.25","전세","202606","12","26,250","0","1995","천중로50길","202606~202810","갱신","-","26,250","0","단독다가구"
"1609","서울특별시 영등포구 영등포동2가","9*","8m미만","51.82","월세","202606","11","5,000","140","2023","국회대로56길","202607~202807","갱신","-","5,000","140","단독다가구"
"1610","제주특별자치도 제주시 건입동","1***","-","102.00","월세","202606","11","100","50","","","202606~202706","갱신","-","100","50","단독다가구"
"1611","경기도 화성시 동탄구 반송동","3*","12m미만","56.00","월세","202606","11","1,000","67","2010","동탄반송1길","202607~202807","갱신","-","1,000","62","단독다가구"
"1612","경기도 고양시 덕양구 행신동","9**","8m미만","20.00","월세","202606","11","200","28","2000","행신로359번길","202606~202806","갱신","-","200","27","단독다가구"
"1613","서울특별시 강남구 역삼동","6**","8m미만","31.03","월세","202606","11","5,000","60","","언주로99길","202608~202708","갱신","-","5,000","60","단독다가구"
"1614","경기도 남양주시 평내동","5**","25m미만","34.26","전세","202606","11","6,500","0","2007","평내로161번길","202606~202906","갱신","-","6,500","0","단독다가구"
"1615","인천광역시 영종구 운서동","2***","12m미만","22.00","월세","202606","11","3,000","19","2018","운서3로27번길","202606~202706","갱신","-","3,000","18","단독다가구"
"1616","경기도 부천시 원미구 상동","4**","12m미만","47.10","전세","202606","11","13,000","0","1996","부일로243번길","202607~202807","갱신","-","12,600","0","단독다가구"
"1617","경기도 남양주시 화도읍 마석우리","5**","25m미만","45.00","전세","202606","11","7,000","0","2004","맷돌로91번길","202606~202706","갱신","-","7,000","0","단독다가구"
"1618","서울특별시 종로구 신교동","*","8m미만","54.07","전세","202606","11","20,000","0","","필운대로13길","202606~202806","갱신","사용","20,000","0","단독다가구"
"1619","서울특별시 송파구 잠실동","3**","8m미만","29.00","월세","202606","11","400","30","1995","백제고분로18길","202608~202807","갱신","-","400","29","단독다가구"
"1620","경기도 성남시 수정구 태평동","6***","8m미만","29.26","전세","202606","11","8,000","0","1987","수정북로11번길","202606~202806","갱신","-","6,000","0","단독다가구"
"1621","경기도 남양주시 다산동","6***","12m미만","82.24","월세","202606","11","10,000","225","2021","다산순환로","202607~202807","갱신","-","10,000","225","단독다가구"
"1622","서울특별시 동작구 상도동","2*","8m미만","17.00","전세","202606","11","7,350","0","2014","상도로34가길","202607~202807","갱신","사용","7,350","0","단독다가구"
"1623","서울특별시 송파구 잠실동","2**","8m미만","19.00","월세","202606","11","300","30","1988","백제고분로15길","202606~202706","갱신","-","300","30","단독다가구"
"1624","서울특별시 중구 신당동","3**","8m미만","115.70","전세","202606","11","22,000","0","","동호로11다길","202606~202806","갱신","-","22,000","0","단독다가구"
"1625","서울특별시 서초구 양재동","3**","8m미만","29.70","전세","202606","11","14,000","0","1988","강남대로10길","202606~202806","갱신","-","10,000","5","단독다가구"
"1626","경기도 성남시 수정구 신촌동","2**","12m미만","87.97","전세","202606","11","37,000","0","2007","신촌로29번길","202606~202806","갱신","-","35,000","0","단독다가구"
"1627","서울특별시 마포구 성산동","2**","8m미만","42.66","월세","202606","11","5,000","73","1996","성미산로7안길","202606~202807","갱신","-","5,000","60","단독다가구"
"1628","서울특별시 종로구 원남동","2**","8m미만","13.20","월세","202606","11","0","63","","동순라길","202607~202610","갱신","-","300","63","단독다가구"
"1629","서울특별시 마포구 합정동","3**","8m미만","52.92","전세","202606","11","24,200","0","1990","독막로4길","202606~202806","갱신","-","23,100","0","단독다가구"
"1630","경기도 고양시 덕양구 오금동","6**","25m미만","83.64","월세","202606","11","23,600","58","2023","오금3로","202607~202807","갱신","-","23,600","51","단독다가구"
"1631","경기도 이천시 부발읍 신하리","4**","8m미만","39.43","전세","202606","11","13,000","0","2020","가좌로118번길","202607~202806","갱신","-","13,000","0","단독다가구"
"1632","서울특별시 은평구 응암동","8*","8m미만","46.00","월세","202606","11","3,400","29","1998","은평로14길","202606~202806","갱신","-","3,000","29","단독다가구"
"1633","서울특별시 영등포구 대림동","9**","12m미만","71.39","월세","202606","11","4,000","85","1993","신길로13길","202608~202808","갱신","사용","4,000","80","단독다가구"
"1634","서울특별시 관악구 신림동","1***","8m미만","78.03","월세","202606","11","15,000","10","2022","관천로16길","202606~202806","갱신","사용","15,000","50","단독다가구"
"1635","서울특별시 중랑구 면목동","1**","8m미만","58.27","전세","202606","11","14,010","0","1974","동일로","202607~202807","갱신","사용","14,000","25","단독다가구"
"1636","서울특별시 강동구 천호동","1*","8m미만","10.00","월세","202606","11","200","20","1987","구천면로64길","202606~202806","갱신","-","200","20","단독다가구"
"1637","경기도 부천시 원미구 상동","5**","12m미만","106.60","전세","202606","11","30,000","0","2004","호수로50번길","202606~202806","갱신","-","27,500","0","단독다가구"
"1638","서울특별시 강동구 성내동","5**","8m미만","20.00","월세","202606","11","13,000","5","2010","성안로13길","202607~202807","갱신","-","13,000","0","단독다가구"
"1639","경기도 광주시 초월읍 쌍동리","1**","8m미만","45.00","월세","202606","11","11,000","2","2017","도곡길22번길","202607~202807","갱신","-","11,000","0","단독다가구"
"1640","경상남도 김해시 봉황동","2**","8m미만","51.21","월세","202606","11","1,000","30","1985","김해대로2315번길","202606~202806","갱신","-","1,000","30","단독다가구"
"1641","경기도 안양시 만안구 안양동","7**","12m미만","44.92","전세","202606","11","8,000","0","1990","냉천로175번길","202608~202808","갱신","-","7,700","0","단독다가구"
"1642","서울특별시 광진구 자양동","2**","8m미만","63.61","월세","202606","11","15,000","25","1994","자양번영로11길","202607~202807","갱신","사용","15,000","22","단독다가구"
"1643","경기도 이천시 창전동","4**","25m미만","50.40","전세","202606","11","5,700","0","2008","향교로","202606~202806","갱신","-","5,500","0","단독다가구"
"1644","경기도 광주시 역동","2*","12m미만","44.56","전세","202606","11","8,800","0","2003","역동로10번길","202607~202807","갱신","-","8,400","0","단독다가구"
"1645","경기도 군포시 금정동","8**","8m미만","55.44","전세","202606","11","13,000","0","1995","오금로134번길","202607~202807","갱신","-","12,000","0","단독다가구"
"1646","경기도 안산시 상록구 본오동","8**","12m미만","47.39","전세","202606","11","10,000","0","1995","오목로11길","202608~202808","갱신","-","9,000","0","단독다가구"
"1647","대구광역시 서구 비산동","9**","8m미만","229.11","전세","202606","11","4,000","0","1994","달서천로","202606~202806","갱신","-","3,000","10","단독다가구"
"1648","서울특별시 서초구 서초동","1***","8m미만","26.23","월세","202606","11","14,000","12","1996","명달로24길","202607~202807","갱신","사용","14,000","9","단독다가구"
"1649","서울특별시 영등포구 당산동","1**","8m미만","81.36","전세","202606","11","29,000","0","2002","버드나루로17길","202607~202807","갱신","-","28,350","0","단독다가구"
"1650","서울특별시 강남구 일원동","6**","12m미만","40.00","월세","202606","11","7,000","50","1989","일원로5길","202607~202807","갱신","-","7,000","20","단독다가구"
"1651","서울특별시 종로구 명륜3가","*","8m미만","52.92","전세","202606","11","13,000","0","1992","명륜2길","202607~202807","갱신","-","13,000","0","단독다가구"
"1652","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","59.37","전세","202606","11","13,000","0","2024","봉산2길","202607~202807","갱신","사용","13,000","0","단독다가구"
"1653","경기도 성남시 수정구 태평동","1***","8m미만","38.16","전세","202606","11","10,500","0","1985","태평로82번길","202607~202807","갱신","-","8,500","0","단독다가구"
"1654","서울특별시 서초구 방배동","9**","8m미만","43.88","월세","202606","11","11,000","30","1991","방배로23길","202607~202806","갱신","-","11,000","20","단독다가구"
"1655","서울특별시 강서구 공항동","6**","12m미만","81.27","월세","202606","11","12,750","30","1987","남부순환로9길","202607~202807","갱신","-","11,850","30","단독다가구"
"1656","서울특별시 중랑구 상봉동","1**","8m미만","11.74","전세","202606","11","10,000","0","2018","봉우재로37가길","202608~202808","갱신","-","8,400","0","단독다가구"
"1657","서울특별시 중랑구 중화동","1**","8m미만","33.00","월세","202606","11","4,000","54","2016","동일로126길","202607~202807","갱신","-","4,000","53","단독다가구"
"1658","서울특별시 송파구 가락동","1**","8m미만","25.97","월세","202606","11","1,000","35","1987","중대로12길","202606~202806","갱신","-","1,000","35","단독다가구"
"1659","경상남도 창원시 성산구 반지동","4*","12m미만","54.23","월세","202606","11","2,500","38","1994","충혼로175번길","202606~202806","갱신","-","5,000","20","단독다가구"
"1660","서울특별시 송파구 송파동","1**","8m미만","27.63","월세","202606","11","3,000","91","2022","가락로23길","202606~202806","갱신","사용","3,000","91","단독다가구"
"1661","서울특별시 영등포구 신길동","4***","8m미만","213.45","월세","202606","11","500","35","1993","신풍로18길","202606~202806","갱신","-","500","30","단독다가구"
"1662","서울특별시 중랑구 면목동","1*","8m미만","40.00","월세","202606","11","1,000","40","1992","용마산로94길","202606~202806","갱신","-","1,000","40","단독다가구"
"1663","서울특별시 동대문구 제기동","6**","12m미만","52.83","전세","202606","11","13,000","0","1995","경동시장로","202606~202806","갱신","-","12,000","0","단독다가구"
"1664","서울특별시 동작구 상도동","1**","8m미만","19.00","전세","202606","11","10,500","0","2018","상도로","202607~202807","갱신","-","10,000","0","단독다가구"
"1665","서울특별시 광진구 중곡동","2**","8m미만","44.41","전세","202606","11","8,900","0","1992","긴고랑로4길","202607~202807","갱신","사용","8,500","0","단독다가구"
"1666","경상남도 창원시 성산구 상남동","8*","12m미만","58.00","월세","202606","11","7,000","15","1999","동산로73번길","202606~202806","갱신","-","7,000","15","단독다가구"
"1667","서울특별시 광진구 자양동","6**","12m미만","63.00","전세","202606","11","28,350","0","2003","자양로5길","202606~202806","갱신","사용","27,000","0","단독다가구"
"1668","경기도 수원시 권선구 세류동","2**","8m미만","35.00","월세","202606","11","300","30","2002","권선로509번길","202606~202806","갱신","-","300","37","단독다가구"
"1669","서울특별시 광진구 군자동","7*","8m미만","22.00","월세","202606","11","3,000","30","1995","능동로27나길","202606~202806","갱신","-","800","30","단독다가구"
"1670","서울특별시 마포구 성산동","2**","8m미만","40.00","월세","202606","11","5,000","45","1993","새터산6길","202606~202806","갱신","-","4,000","45","단독다가구"
"1671","서울특별시 노원구 월계동","3**","8m미만","39.67","전세","202606","11","11,000","0","1999","광운로19길","202606~202804","갱신","-","9,000","0","단독다가구"
"1672","경기도 성남시 수정구 사송동","5**","8m미만","45.00","월세","202606","11","18,000","10","2014","사송로66번길","202607~202807","갱신","-","18,000","10","단독다가구"
"1673","서울특별시 서대문구 창천동","3**","8m미만","18.00","월세","202606","11","8,000","10","1979","신촌로1길","202607~202807","갱신","-","8,000","0","단독다가구"
"1674","서울특별시 동대문구 전농동","2**","8m미만","36.00","월세","202606","11","1,000","60","1989","답십리로23나길","202606~202806","갱신","-","1,000","50","단독다가구"
"1675","서울특별시 광진구 자양동","6**","8m미만","23.00","전세","202606","11","4,000","0","1993","뚝섬로47길","202606~202806","갱신","-","3,300","0","단독다가구"
"1676","경기도 성남시 수정구 단대동","2*","8m미만","57.51","월세","202606","11","10,000","18","","논골로63번길","202606~202806","갱신","사용","10,000","15","단독다가구"
"1677","경기도 수원시 장안구 천천동","5**","12m미만","29.25","전세","202606","11","9,450","0","","하률로11번길","202608~202808","갱신","-","9,000","0","단독다가구"
"1678","서울특별시 금천구 시흥동","8**","8m미만","19.00","월세","202606","11","200","25","","시흥대로72길","202606~202806","갱신","-","300","20","단독다가구"
"1679","경기도 부천시 원미구 상동","5**","12m미만","121.56","전세","202606","11","27,000","0","2003","호수로3번길","202606~202806","갱신","-","27,000","0","단독다가구"
"1680","경기도 수원시 영통구 매탄동","5*","12m미만","42.00","전세","202606","11","6,000","0","2003","산남로80번길","202606~202706","갱신","-","6,000","0","단독다가구"
"1681","서울특별시 은평구 응암동","9*","8m미만","40.42","전세","202606","11","14,580","0","1991","은평로12길","202607~202807","갱신","-","13,890","0","단독다가구"
"1682","서울특별시 관악구 봉천동","1**","8m미만","23.14","월세","202606","11","16,000","5","2019","인헌1다길","202607~202807","갱신","-","16,000","5","단독다가구"
"1683","서울특별시 중랑구 신내동","4**","8m미만","44.20","월세","202606","11","2,000","10","1990","용마산로117가길","202606~202806","갱신","-","1,000","25","단독다가구"
"1684","대전광역시 유성구 원신흥동","5**","12m미만","37.29","전세","202606","11","14,700","0","2020","원신흥로40번길","202607~202807","갱신","-","14,000","0","단독다가구"
"1685","서울특별시 서초구 방배동","7**","8m미만","40.00","월세","202606","11","1,000","53","1996","동광로3길","202606~202806","갱신","사용","1,000","50","단독다가구"
"1686","서울특별시 동대문구 휘경동","1**","8m미만","20.00","월세","202606","11","500","53","2019","회기로29길","202606~202706","갱신","-","500","50","단독다가구"
"1687","경기도 시흥시 정왕동","1***","12m미만","49.59","월세","202606","11","1,000","49","2001","봉우재로51번길","202606~202706","갱신","-","1,000","49","단독다가구"
"1688","서울특별시 은평구 녹번동","9*","8m미만","50.01","월세","202606","11","4,000","35","1995","녹번로6길","202606~202806","갱신","사용","4,000","25","단독다가구"
"1689","서울특별시 은평구 신사동","1**","8m미만","40.04","전세","202606","11","6,000","0","1991","증산로17길","202606~202806","갱신","-","5,000","0","단독다가구"
"1690","서울특별시 영등포구 도림동","2**","8m미만","35.00","전세","202606","11","8,000","0","1992","도영로11길","202606~202806","갱신","-","8,000","0","단독다가구"
"1691","강원특별자치도 춘천시 효자동","1**","8m미만","80.19","전세","202606","11","8,500","0","1993","소전길20번길","202606~202806","갱신","사용","8,500","0","단독다가구"
"1692","강원특별자치도 원주시 단계동","9**","8m미만","58.02","전세","202606","11","6,000","0","2007","이화1길","202606~202806","갱신","-","2,000","30","단독다가구"
"1693","경기도 남양주시 다산동","6***","12m미만","55.00","전세","202606","11","23,000","0","2018","다산순환로","202606~202809","갱신","-","16,000","30","단독다가구"
"1694","경기도 고양시 덕양구 원흥동","6**","25m미만","80.00","월세","202606","11","15,000","95","","서삼릉1길","202606~202806","갱신","-","15,000","85","단독다가구"
"1695","경기도 평택시 서정동","2**","8m미만","19.50","월세","202606","11","300","45","2020","서두물로35번길","202606~202706","갱신","-","300","43","단독다가구"
"1696","경상남도 김해시 삼문동","6**","12m미만","35.61","월세","202606","11","500","55","2022","삼문로43번길","202606~202706","갱신","-","500","55","단독다가구"
"1697","서울특별시 강동구 성내동","3**","12m미만","18.00","월세","202606","11","4,000","38","2012","천호대로170길","202608~202808","갱신","사용","4,000","35","단독다가구"
"1698","서울특별시 마포구 성산동","2**","8m미만","20.00","월세","202606","11","1,000","58","2015","새터산4길","202608~202708","갱신","-","1,000","55","단독다가구"
"1699","경기도 고양시 덕양구 지축동","9**","12m미만","53.26","월세","202606","11","5,000","110","2022","오부자2길","202608~202708","갱신","-","5,000","105","단독다가구"
"1700","경기도 용인시 처인구 역북동","2**","8m미만","21.00","월세","202606","11","500","42","2004","낙은로50번길","202606~202706","갱신","-","500","39","단독다가구"
"1701","경기도 용인시 처인구 역북동","2**","8m미만","35.00","월세","202606","11","700","45","2004","낙은로50번길","202607~202706","갱신","-","700","40","단독다가구"
